Scen	Var	Perc	2022.0	2022.25	2022.5	2022.75	2023.0	2023.25	2023.5	2023.75	2024.0	2024.25	2024.5	2024.75	2025.0	2025.25	2025.5	2025.75	2026.0	2026.25	2026.5	2026.75	2027.0	2027.25	2027.5	2027.75	2028.0	2028.25	2028.5	2028.75	2029.0	2029.25	2029.5	2029.75	2030.0	2030.25	2030.5	2030.75	2031.0	2031.25	2031.5	2031.75	2032.0
Bup Prov Capacity	Total with UD	0.025	3501620.0	3459300.0	3415688.0	3370804.5	3326757.5	3284323.5	3241645.5	3197487.0	3156119.0	3114150.0	3071368.5	3030408.5	2990464.5	2952720.5	2915483.5	2878577.5	2842177.5	2807113.0	2773623.5	2739910.0	2707633.5	2675188.0	2643345.0	2612656.5	2581586.0	2551450.5	2522164.5	2493822.0	2465952.0	2438601.0	2411476.0	2384345.0	2358505.0	2333623.0	2309281.5	2286283.5	2261746.5	2237530.0	2215121.5	2192980.5	2171577.0
Bup Prov Capacity	Total with UD	0.05	3522600.0	3480904.0	3436798.0	3394252.0	3350555.0	3307389.0	3264007.0	3221230.0	3179810.0	3137195.0	3096249.0	3055909.0	3016702.0	2978762.0	2940440.0	2904517.0	2868498.0	2833348.0	2799078.0	2764740.0	2731199.0	2698698.0	2666627.0	2635940.0	2606041.0	2576025.0	2546545.0	2518000.0	2489920.0	2462427.0	2435404.0	2408717.0	2382450.0	2356761.0	2331799.0	2307116.0	2283430.0	2260505.0	2237964.0	2215529.0	2193386.0
Bup Prov Capacity	Total with UD	0.1	3548616.0	3507150.0	3464366.0	3421262.0	3377568.0	3334168.0	3290008.0	3247674.0	3205512.0	3164578.0	3123526.0	3083116.0	3043704.0	3004874.0	2967322.0	2930916.0	2895066.0	2859536.0	2824924.0	2791266.0	2758302.0	2726718.0	2694948.0	2663812.0	2633400.0	2603890.0	2574550.0	2546278.0	2518790.0	2491620.0	2464442.0	2438474.0	2412638.0	2387056.0	2362258.0	2338100.0	2314280.0	2291140.0	2267946.0	2245690.0	2223810.0
Bup Prov Capacity	Total with UD	0.25	3592140.0	3550810.0	3508400.0	3465205.0	3421850.0	3378395.0	3335550.0	3292230.0	3250190.0	3209125.0	3168150.0	3128345.0	3089640.0	3051595.0	3014695.0	2978770.0	2943330.0	2908615.0	2874875.0	2841725.0	2808890.0	2777110.0	2745910.0	2715255.0	2685135.0	2655845.0	2626680.0	2598170.0	2570105.0	2542765.0	2515810.0	2489510.0	2463805.0	2438425.0	2413375.0	2388825.0	2364970.0	2342100.0	2319405.0	2296920.0	2275070.0
Bup Prov Capacity	Total with UD	0.5	3638480.0	3597690.0	3555930.0	3513390.0	3471160.0	3428560.0	3386310.0	3343830.0	3303730.0	3263350.0	3223260.0	3184320.0	3146720.0	3109500.0	3073560.0	3038550.0	3003640.0	2969410.0	2935800.0	2902930.0	2870630.0	2839160.0	2807700.0	2777160.0	2747270.0	2717220.0	2688500.0	2659830.0	2631680.0	2604540.0	2577520.0	2551120.0	2524770.0	2499220.0	2474150.0	2449410.0	2425220.0	2401900.0	2378440.0	2356080.0	2333980.0
Bup Prov Capacity	Total with UD	0.75	3687675.0	3647550.0	3605875.0	3564035.0	3521705.0	3480510.0	3438970.0	3397670.0	3356995.0	3317860.0	3278470.0	3240115.0	3201800.0	3165640.0	3129775.0	3094925.0	3060680.0	3027145.0	2994195.0	2962015.0	2929775.0	2898135.0	2867105.0	2836645.0	2806560.0	2777130.0	2747990.0	2719380.0	2691450.0	2663920.0	2636910.0	2610190.0	2584390.0	2558705.0	2533370.0	2508850.0	2484485.0	2460675.0	2437240.0	2414545.0	2392145.0
Bup Prov Capacity	Total with UD	0.9	3728342.0	3688370.0	3648000.0	3606800.0	3565260.0	3524010.0	3482886.0	3442264.0	3402816.0	3364026.0	3325748.0	3288320.0	3251188.0	3215658.0	3181354.0	3147480.0	3113710.0	3079968.0	3046792.0	3014858.0	2983390.0	2951984.0	2921408.0	2890760.0	2860708.0	2831468.0	2802374.0	2773772.0	2745508.0	2717708.0	2690072.0	2663040.0	2636716.0	2610772.0	2585602.0	2560960.0	2536724.0	2512428.0	2488736.0	2466052.0	2443536.0
Bup Prov Capacity	Total with UD	0.95	3752931.0	3712834.0	3672496.0	3631201.0	3589257.0	3548072.0	3506804.0	3466128.0	3426652.0	3388642.0	3350775.0	3314107.0	3278431.0	3243577.0	3209347.0	3175337.0	3141618.0	3108911.0	3075584.9999999995	3043546.0	3011446.0	2980864.0	2949893.0	2919300.0	2889420.0	2860271.0	2830981.0	2802178.0	2773985.0	2746121.0	2718260.9999999995	2691938.0	2665634.0	2639682.0	2613992.0	2589122.0	2564732.0	2540995.0	2517543.0	2494624.9999999995	2472383.0
Bup Prov Capacity	Total with UD	0.975	3770923.5	3731493.0	3691331.0	3649877.0	3608937.0	3568070.0	3527312.0	3488190.5	3449088.0	3411450.5	3375198.0	3338640.0	3302980.0	3268180.0	3234160.0	3200810.0	3166900.0	3133278.0	3101630.0	3069335.0	3037630.5	3006741.5	2976054.0	2945473.5	2915020.5	2885790.0	2856507.5	2828194.5	2799743.0	2771716.5	2744146.0	2718061.5	2691227.5	2665865.5	2640329.5	2614833.5000000005	2590401.5	2566592.0	2543368.5	2519957.5	2496457.0
Bup Prov Capacity	Total with UD	EV	3605100.0	3563650.0	3520830.0	3477300.0	3433200.0	3389400.0	3347480.0	3306980.0	3267600.0	3229140.0	3191470.0	3154500.0	3118180.0	3082470.0	3047330.0	3012750.0	2978710.0	2945190.0	2912200.0	2879720.0	2847740.0	2816270.0	2785300.0	2754820.0	2724840.0	2695340.0	2666340.0	2637820.0	2609790.0	2582230.0	2555160.0	2528560.0	2502440.0	2476790.0	2451600.0	2426880.0	2402770.0	2379370.0	2356590.0	2334380.0	2312680.0
