	ADF effect strength initiating heroin with Rx OUD	Base survival probability H OD relative to Rx	Base survival probability Rx OD	Developing HUD rate no Rx OUD 	Developing HUD rate with Rx OUD 	Developing Rx OUD rate 	Fentanyl effect on base survival max relative to H	Fentanyl effect on OD rate H max	Fraction Nx kits to H users 	Heroin availability strength developing HUD	Heroin availability strength initiating NDHU no Rx	Heroin availability strength net quit NDHU	Initial stock correction[RXM]	Initial stock correction[NDH]	Initial stock correction[OUB]	Initial stock correction[OUM]	Initial stock correction[OUV]	Initial stock correction[OUT]	Initial stock correction[OUR]	Initial stock correction[OUS]	Initial stock correction[OHB]	Initial stock correction[OHM]	Initial stock correction[OHV]	Initial stock correction[OHT]	Initial stock correction[OHR]	Initial stock correction[OHS]	Initial stock correction[HUB]	Initial stock correction[HUM]	Initial stock correction[HUV]	Initial stock correction[HUT]	Initial stock correction[HUR]	Initial stock correction[HUS]	Initiating heroin no Rx base 	Initiating Rx misuse diverted base 	Initiation rate heroin with Rx misuse 	Initiation rate heroin with Rx OUD relative to Rx misuse	Initiation rate Rx misuse own Rx 	Net quit rate heroin with Rx misuse 	Net quit rate heroin with Rx OUD 	Net quit rate NDHU 	Net quit rate Rx misuse	NSDUH misuse redefinition fixed effect	Nx kit distribution efficiency	Overdose rate base HUD	Overdose rate NDHU relative to HUD	Overdose rate base Rx misuse	Overdose rate base Rx OUD	Overdose rate synth baseline	Perceived risk strength initiating heroin with Rx use	Perceived risk strength initiating NDHU no Rx	Perceived risk strength initiating Rx misuse diverted	Perceived risk strength initiating Rx misuse own Rx	Perceived risk strength net quit heroin with Rx OUD	Perceived risk strength net quit NDHU	Perceived risk strength net quit NDHU with Rx	Perceived risk strength net quit Rx misuse	Relapse rate HUD	Relapse rate Rx OUD relative to HUD	Remission rate Rx OUD relative to HUD	Rx availability strength developing Rx OUD	Rx availability strength initiating Rx misuse	Rx availability strength net quit Rx misuse	Rx vs H availability strength developing HUD with Rx OUD	Rx vs H availability strength initiating heroin with Rx OUD	Rx vs H availability strength initiating NDHU with Rx	Social influence strength developing HUD	Social influence strength developing Rx OUD	Social influence strength initiating heroin with Rx OUD	Social influence strength initiating NDHU no Rx	Social influence strength initiating NDHU with Rx	Social influence strength initiating Rx misuse	Time to stabilize remission	Tx seeking rate Rx OUD no H total
Initial stock correction[OUR]	-0.004168730880788155	0.0426417023166144	0.00829376477505112	-0.08313905686463167	-0.05291599816181187	-0.08524985081118053	0.09476694180372973	0.09011558947882452	-0.03514353157614129	0.00014497637688123933	0.1906867839972607	0.033517647915546386	-0.10759519564724196	-0.1431136456900945	-0.06870685673470703	-0.017301801830576877	-0.09471733664077349	-0.17628592447245447	1.0	-0.013500554036255063	-0.028876776104116715	0.036722966472425504	-0.03232217516984292	-0.11625057211444345	0.14158454958067188	0.05790025226020115	-0.06104508419062467	0.04680938955094187	-0.06988471844655626	0.047033461510388855	-0.06767631192507152	0.08817767382135389	-0.08982753455589712	0.026296350750882297	-0.03063753750418131	-0.02984025448209846	0.06262390560219275	0.04712921433580282	-0.07709667976430197	-0.002282502290748001	-0.11425000457796694	-0.005713657302406147	-0.022726032118944653	0.03494558717102609	0.10081675835313812	0.09557709994637079	0.008195347891620514	0.08860574186777183	-0.01659669748314627	0.006403675466285819	-0.04162557311691211	-0.02518702314888107	-0.10153589952758603	0.14216554808424484	-0.09154892462022109	0.04531831676802899	-0.06656040852748504	0.40165870317047125	0.34656127679660836	0.19135714397813722	-0.05220131534905453	0.09966883840277507	0.009849157859990947	-0.0816333680095541	-0.020134120334248287	0.15947374940603065	0.12314272908386108	-0.00972292902071618	-0.007082019457639836	-0.05160884959710305	0.019190723948832426	0.27018535970017127	-0.036197018887853795
Initial stock correction[OUS]	-0.03460160429019823	-0.018011123844933915	-0.01164392454154609	0.03511546705374271	-0.042546700957486264	0.03342238565589701	-0.034448908185131855	-0.12844212125861815	-0.03885941151666873	-0.04066666071547588	0.03536386690507576	-0.04078331994602556	-0.007804692034370674	-0.05219543146347458	0.04903154746218084	0.1654692571774479	-0.05834906023164688	-0.032621802571022616	-0.013500554036255063	1.0	0.12147793394655668	-0.07086191035666296	-0.028730107440191045	0.06890637069185059	-0.02264092944994037	0.013777047147694085	-0.0741719460179768	0.018826621907803938	0.15018112493597172	-0.019415814370412746	0.1107558344066748	0.0351697915610879	-0.006896884450886336	0.010173064727465975	-0.026082124731882345	0.024223572281114294	-0.001961879938590276	-0.06433274923515377	0.14183302019878946	0.05158218304565197	-0.006871758956262298	-0.05090114840671159	0.005395861720204116	-0.02600112950839032	0.033972631907845205	-0.07762041640385023	-0.016846015324746492	-0.04135980132661252	0.07872697872020401	0.06756887788302657	0.05980270257888044	0.016912291626991142	-0.008299958528296791	-0.019592544296764894	0.010948649904372113	-0.05151616368983144	0.03476521189086342	-0.10228300859282534	-0.130140975175583	-0.088102897832734	0.03663358578375207	-0.04608751967402258	-0.0020997548196944726	-0.04929414212470883	-0.00959962607998189	0.008070429968158663	-0.06932694687815923	0.09237542307957901	0.037966170319258176	0.0732430022284547	0.01892899257366676	0.37716596267904134	0.021292385762578428
Initial stock correction[OHB]	-0.048293585598012626	-0.12355469572983067	0.03991552602596755	0.008017013901857772	0.042509690417324074	0.05675086618153132	-0.12202254383967236	0.0295630970783139	0.12173252496629312	0.022873621613935944	-0.0021160279020807824	0.04733306225098868	0.02113000570348161	-0.0874030240531689	0.15599641218049318	0.031911092084127186	0.0025167909739649973	-0.04335875632340408	-0.028876776104116715	0.12147793394655668	1.0	-0.09074156536110965	-0.12307343321037259	0.09721755730146982	0.03581830895516549	-0.05727656913974576	-0.026756796393415088	0.06644472318215744	0.013626038255377759	0.0324317868109261	-0.13709689427633637	-0.012206726060839551	-0.04029961146477691	-0.010758786944600644	0.05411652208655208	-7.467840152589629e-05	0.006522219901075604	0.02810534634628396	-0.0029752188073147523	0.06428020931966977	-0.011314687954043697	0.015026967483192776	-0.0596313318318519	-0.11600579130843829	0.05304553874443131	-0.003971871922783682	0.042573734651016104	-0.10287005433996894	-0.06690786745999192	-0.0847355267528437	0.01755022736070222	0.03264243187816164	0.15293373332695664	0.032917078392219266	-0.05392194468209897	0.00562368154345185	-0.014587679027360712	-0.03737053957343538	-0.03532397149022288	-0.025513741388522856	0.036421246031783934	0.0038439882721142504	-0.03366740970576311	-0.08084136809906264	-0.005590176190491723	-0.021278703495218734	-0.08887206564150797	-0.056117487877844645	-0.05624499852259619	-0.058410038410788276	0.023549989122189918	0.019484243915518524	0.12537946301439473
Initial stock correction[OHM]	0.057349188031413534	0.08173445570498608	0.02268665216831673	-0.012085760079041009	-0.06173157296105459	0.04601924931924894	0.10986550560580631	0.04954193665328943	-0.05990026410241068	0.041871010498251336	0.014977907802858197	0.11651205191979765	-0.0496635409735907	0.06395067672976322	-0.13711601108410001	-0.10832520730324523	0.1582151815782653	-0.020419057623666168	0.036722966472425504	-0.07086191035666296	-0.09074156536110965	1.0	-0.10208641893247145	0.04408090564088437	-0.07607949132517991	-0.07412400095196861	0.16328336772611704	-0.011011642403255804	0.005147192063383053	0.017059137785815373	0.026645973485390023	0.0016092498680760137	0.1687434892899875	0.04499106573365067	0.05519498198313812	-0.012244446365393692	-0.021312839738714392	0.0870949385902531	-0.0459507331200644	-0.015656379031894083	-0.028531486653442066	-0.011376315395708004	-0.01116697911201154	0.11022988885694536	-0.17929684545215763	0.03182008863984768	0.0207725875461184	0.1236497378740007	0.04177800311503616	-0.02414090687257538	-0.026431529576145005	-0.02301980129166571	0.07438121257446188	-0.052853967911297275	-0.04099309587736164	0.06774006789875697	0.015212466414359783	0.03057536058272638	0.02889029556721394	0.08602151752546723	0.05739121747702564	0.06466086734035295	0.03966429411263907	0.15501473831897367	0.04561991006270807	0.055740205761613766	-0.11116469998151432	-0.00687214564369748	-0.10969205505934539	-0.037597832987509655	-0.10240199778519692	-0.04919521936340511	0.03819924436061124
Initial stock correction[OHV]	-0.019806948120985834	-0.008494007389315553	-0.05766381102176564	0.15388224431650208	0.040118505368997456	-0.04047290924833399	-0.05386779825510029	-0.05598657628131214	-0.02719649202232793	-0.0011774157503277457	0.050678347229091675	-0.024712021832526708	0.002918244465742877	0.10268469392017436	0.14239630824415564	0.14743304411575417	-0.1405537457540496	0.017352619941360514	-0.03232217516984292	-0.028730107440191045	-0.12307343321037259	-0.10208641893247145	1.0	-0.138658619961068	-0.11105231078947206	0.015536199612354584	0.05100871136866835	-0.0879986290958528	0.12811433448358167	0.024897605540414085	-0.14440558130186787	-0.023962849375952396	-0.11962957444932233	-0.03848173847305786	0.012021834150924001	0.032943710772651964	-0.04182150109725812	-0.017064753126004455	0.07081848072998015	-0.03768379216154011	0.02274314710110383	-0.0006936096649770505	0.037188640039123595	-0.04346083289647565	0.03286904018810671	0.10787716526389775	-0.06925938446601998	-0.06265902298120873	0.0002841599603085199	-0.1101004525858041	0.03515473586846904	-0.02692083224741017	-0.0370388695619928	0.010496176385331835	-0.08949165509020678	-0.041855499655915375	0.0025193071241063052	0.02181355419403364	0.03937687782598049	0.010399647084888093	-0.027870093008080514	-0.0220025388012176	-0.054215137604391735	0.033755827488433574	-0.027759618328676947	-0.09382917847043143	0.09078901375098215	-0.055519201372917173	-0.0812989894908027	0.015179665096198081	0.06939915624095423	-0.11479636694957357	0.02737662560775176
Initial stock correction[OHT]	0.0387878843361418	0.07961257172375347	0.010735417657563688	-0.007252147943591974	0.01685931526702565	-0.008775651314314408	0.06574096115398739	0.03554537353927412	-0.025882774765829418	-0.04201915408610237	-0.032826156998300965	0.09668103702241027	-0.011946660828488767	0.0006317343775953853	0.0025952291509714303	-0.0642712732592279	0.10436255001301016	-0.01059781482196907	-0.11625057211444345	0.06890637069185059	0.09721755730146982	0.04408090564088437	-0.138658619961068	1.0	0.0480202853722274	-0.07713507081789134	-0.001765448487564852	0.005946044064352021	-0.05400795891446445	-0.03494142696429915	-0.05674893452145726	0.14324859403988477	0.11232731384951328	0.08427730972833923	0.2182181061028401	-0.023640484539486514	0.0022048605397067466	0.12871444120414624	-0.0006776249416010119	-0.04199665170482888	0.08350457987753246	0.01140223987259375	-0.00748028065207649	0.07877519411524109	-0.034566474959806	-0.0798266746598478	0.002008043945071791	0.08236529173158967	0.159635583226431	0.06764707458643665	0.07773839150575135	0.0006173733396140826	0.08165117234745442	0.03620639781196507	-0.09399646868369688	-0.07334213875876215	-0.018130492148643335	-0.007144094376913657	-0.0074451934840204246	0.030906093709342882	0.08602595783655188	-0.12347740498956404	0.004183503829950205	0.12038123897508518	0.008046742538775955	0.05329345028460135	-0.13626375493639487	0.14895324760186401	0.04115326678264688	0.12137787636282302	-0.06934701405962818	0.047519844050826765	0.05539999192113791
Initial stock correction[OHR]	0.01840005545658174	0.007128791080979654	0.0130115587776041	0.07082981083516365	-0.07278597205128601	-0.010961685103983225	0.0036554303138573315	0.01222695696622216	-0.008043710197185645	-0.07145582994254716	0.09914919739332632	-0.08412857185970617	-0.0678578277534983	-0.07213082917277414	-0.07494132983578725	-0.20820764103181622	0.01986249231668386	-0.01818457762657942	0.14158454958067188	-0.02264092944994037	0.03581830895516549	-0.07607949132517991	-0.11105231078947206	0.0480202853722274	1.0	-0.13798860789549994	-0.058040820487575834	0.07507031803410195	0.1026212546301671	3.727145297292248e-05	-0.024997755384250364	0.11668323415485946	-0.07144971749683168	0.08730591066951468	-0.030709904012826063	-0.04754377882124413	-0.027676029022974735	-0.10112406919177881	0.01692768273552179	0.017568414953618314	-0.07034241285336915	-0.030437084660203395	-0.006483492765606084	-0.002395284824502252	0.04766454314080747	-0.03952287812459044	0.014791926389741712	-0.0011457554249555116	0.024637582908778783	0.10417806348738601	0.030038932989590775	-0.038978514326886225	0.004686093814851494	0.11887732447555088	0.08673639025213879	0.07147765344098647	-0.0005388927319088	0.02044097768871025	0.012887618463375387	0.040382652451985725	0.058315709957070555	0.00891949862919173	0.007482459276055637	-0.029293393782673243	0.05394745414068187	0.055982971833015406	-0.0351716744085439	0.0820613391629685	0.08699181889870525	0.03282099721584952	-0.07644227292684977	0.12460054878774252	-0.0036054528763473414
Initial stock correction[OHS]	-0.08950294021579432	0.07011919829322488	-0.0626704321493494	-0.025147496691359687	-0.06097612940826515	0.01315515931824342	0.07678737153105313	0.1420269197359121	-0.07439533482848637	0.10013604341932315	-0.0006592647646931995	0.006138446202835827	-0.015033089441623276	-0.02093646988271753	0.0521485039782035	0.10454810902030921	-0.06042824411636109	-0.12072059083199935	0.05790025226020115	0.013777047147694085	-0.05727656913974576	-0.07412400095196861	0.015536199612354584	-0.07713507081789134	-0.13798860789549994	1.0	0.17023063368467345	-0.0370435321318612	0.017827569244383185	-0.0365280932378172	0.03751134703385787	-0.09131473158820887	-0.009403294247394658	-0.008559497314913844	-0.06387201973071248	0.02961253110745421	0.0162999547382502	0.03873370479172319	0.026066549161811964	-0.05105632822184847	-0.08882040510076974	0.05908253391016711	0.04461302218987828	0.03497627605093043	0.21265002158022436	-0.061605979517058776	-0.051488045017304945	0.07124588040091956	-0.018315144540963484	-0.03265515495600246	0.03637266471892988	-0.04451787742672244	-0.08599972591715009	-0.08325504159221413	-0.04751599489089225	-0.019644438353634632	0.004887054868639357	0.07068859055600044	0.06059391313795345	-0.1043014644551877	0.05354646950271451	-0.02470657274083484	0.02176360689306197	-0.12012259302111847	-0.08634505448274805	0.07305500701142927	0.15774678912237478	-0.02419417970119319	-0.03395553900610243	0.020726385102222647	0.011018244820265517	0.061277212580795215	-0.0846166123855368
Initial stock correction[HUB]	0.027199096406431287	0.07507005695699344	-0.0005037965359325539	-0.0693108679777952	-0.04496389387852258	0.09540016350739901	0.09005924321435853	0.01730887111447151	-0.06320828277726373	0.015515363303063174	0.050696094933459404	0.031086928982700702	-0.050842744428729325	0.011141370002568292	-0.020565618404956056	-0.024223399202133553	0.06857515520280968	-0.09940330008673352	-0.06104508419062467	-0.0741719460179768	-0.026756796393415088	0.16328336772611704	0.05100871136866835	-0.001765448487564852	-0.058040820487575834	0.17023063368467345	1.0	-0.05392867252997245	0.10795964269243064	-0.002558127015413396	-0.021804014258559285	-0.10866015561895122	0.0189744494677436	-0.034494733052033225	-0.04543272364005386	0.026731369282765084	0.02571238940081313	0.011106546082742851	-0.019219915944388367	-0.07609739977207294	-0.05020834268874673	0.08843401678237095	0.017535631193322215	0.09309101831429646	-0.07973125317262009	0.1360462648251661	-0.015063031260299778	0.10300661319922176	-0.0873929896255961	-0.028409303479889104	-0.04919980874210995	-0.029580959985400126	-0.024761362948185903	0.0386130924721405	0.08047289237358302	0.034917977122226634	-0.001181307445580024	-0.02477645420036836	-0.029091823455691834	0.024760799876218563	-0.026599505782159662	0.05828165361193143	0.05898746947619393	0.01403812900222475	-0.017722749585702843	0.010004437253448371	-0.07048820252720842	-0.07903337912460598	-0.0810439866584481	-0.06359639029634011	0.03585827664512205	-0.07066502201248273	0.002012125288159839
Initial stock correction[HUM]	-0.1089735000889905	0.05488928837153864	0.04911448414612451	-0.0013998288240087322	-0.012079687998479112	0.01927135991221644	0.07172612765024358	-0.06820502084434554	-0.03809367028853405	-0.1261657744938037	0.018708377545751845	-0.06514082593577482	-0.05095680144427015	-0.03991463634849084	0.0002949158431002322	0.02555088907845278	0.11115877548588467	-0.05024888107886484	0.04680938955094187	0.018826621907803938	0.06644472318215744	-0.011011642403255804	-0.0879986290958528	0.005946044064352021	0.07507031803410195	-0.0370435321318612	-0.05392867252997245	1.0	0.0076555903400058415	-0.00559025273277261	-0.014843516369480064	0.10299518160095941	0.023126995571100265	0.014106936718796278	0.08644667851516878	0.0376052233713641	-0.008147680034944071	-0.10959537326261905	-0.00300438500188131	0.21104079423747624	-0.08329678778410797	-0.02187713026684266	0.016883050431237324	0.08858036363405082	-0.04624575285560647	-0.020128501945626476	0.06246189578395607	0.08646018430981782	0.1125135716540625	0.12214237532362637	-0.014820668713947159	-0.02172579623194435	0.06552038341447083	-0.14713242119795986	-0.02631501379228103	0.037768060607345624	-0.027236952066826442	0.08988236964746821	0.09719309772216607	0.023814115393210655	0.059659014267949874	-0.02893523642665446	-0.00725337512811865	-0.20508698453532878	-0.013184242619613656	0.021841743591794513	0.03249801193728094	0.10462124172383641	0.12530618809434704	0.09229498997803444	-0.06326747552645345	0.02758526119434091	-0.029574243087879547
Initial stock correction[HUV]	0.09052089922269922	0.009009622281145034	-0.030814382630718253	0.01903724027580567	0.024301438940065048	0.07475311813749673	-0.014008813605237612	-0.06894332739663304	-0.018078008757802595	0.08592054771645004	-0.07488883944127742	0.08236669893545434	-0.018828024725467494	0.0918443062986002	0.08877453745730961	0.12194490938164246	-0.0878467503896347	-0.016628042865970943	-0.06988471844655626	0.15018112493597172	0.013626038255377759	0.005147192063383053	0.12811433448358167	-0.05400795891446445	0.1026212546301671	0.017827569244383185	0.10795964269243064	0.0076555903400058415	1.0	-0.05744420186650418	-0.05306516578624866	-0.01137366387888967	-0.03505602841875616	-0.0174397648100304	-0.003718059238756463	0.06836372295217802	0.008679568088555979	0.05548155119463982	0.010078484728026018	-0.007673465459640568	-0.011683785218252115	0.045956452203097554	0.027497757512201022	-0.010059364155509553	-0.0006791780131253139	0.047155633565814245	-0.04501522575330834	-0.01841930162211822	-0.03252967854793162	0.022322481986298465	-0.04923129799690579	0.01890480705118776	0.053193984137628686	-0.02503662888923893	0.05002654468539652	0.03790302492477156	-0.019284502194712987	-0.028803321515766336	-0.04150577025312777	0.03317545071032232	-0.03223980288808706	0.062321059041922346	-0.003856581960747653	0.11924073262371003	-0.05205882263987871	-0.0864281565794556	-0.09155048946839277	-0.10139729185715614	0.06735397245043304	-0.003890629173884085	0.0479916151368869	0.03166213745611424	-0.031799864619760004
Initial stock correction[HUT]	-0.07283728404022155	-0.06782148806276668	-0.21806561182328166	-0.060960555617393726	-0.14130890929284973	0.1064518290178164	-0.1900844212668021	0.010522508883466597	0.1002266808259143	0.14281461522662886	-0.08253940018259144	-0.03303787302653017	-0.1384474959843281	-0.03378270476447116	-0.03588226304604782	-0.044746769828635034	0.009521624429611538	-0.14463152559789297	0.047033461510388855	-0.019415814370412746	0.0324317868109261	0.017059137785815373	0.024897605540414085	-0.03494142696429915	3.727145297292248e-05	-0.0365280932378172	-0.002558127015413396	-0.00559025273277261	-0.05744420186650418	1.0	-0.14277768840035462	-0.06647667697278647	-0.13252435174786784	0.08914832517606028	-0.04457211159722072	-0.01700336018215677	0.04827697653141139	-0.020892151545914034	0.026790144894380617	-0.016056770558622042	-0.16987665692404716	0.0648774996947819	-0.048110734235631704	-0.18961251234435783	0.0725004435901645	-0.10115644082502578	-0.10636416442891466	-0.17480913822114877	-0.1468629908734612	-0.040746688265111054	0.0696726701815354	0.006941956083431478	-0.027873504196863734	0.05058055726864763	-0.02784818167078858	0.14058143446107577	-0.054810945924366986	-0.038653959123421275	-0.060856639470316824	-0.11612539546033865	0.13053083718411057	0.04789134691305429	0.11513132523953394	-0.07144621039214158	-0.043287296657111805	0.05628389123051026	-0.03944649513930573	-0.013783421329375796	-0.003407349969488057	-0.011982687081625342	-0.10378269352934409	-0.004277872494589908	-0.06744101992481963
Initial stock correction[HUR]	-0.09864786871971253	0.08821226213854318	-0.027144527822585158	-0.08420067630343855	-0.2064612798858253	-0.01399554995755043	0.060653926006632324	0.09547284483718073	-0.09515395178918792	-0.0702599243156649	0.04418366667853945	0.11967104945678712	0.006592881444147281	-0.04947776564951988	-0.08139129279401235	0.019789348214238466	0.11304718290334999	0.03845923589745519	-0.06767631192507152	0.1107558344066748	-0.13709689427633637	0.026645973485390023	-0.14440558130186787	-0.05674893452145726	-0.024997755384250364	0.03751134703385787	-0.021804014258559285	-0.014843516369480064	-0.05306516578624866	-0.14277768840035462	1.0	-0.03549746974702313	0.1173819934101181	0.033790485654766146	-0.11315817426401159	0.042910093957061975	-0.08009766634821343	0.10029740224964112	0.07405732051569	0.042478407548231845	-0.02897182453822252	0.033426228720905955	0.0434109852999024	0.07456681825622329	-0.01548800349916506	-0.09462884705562409	-0.00990422800128327	0.08445236669343328	0.12300612767486545	0.14505910334553354	0.007122739695249713	-0.027431987767203365	0.05648106398145966	0.04845142937533287	-0.057178846667801646	0.024275825906572207	0.16758069868043995	-0.1008017521468547	-0.06943803453564207	-0.007157076673635695	0.05037266795560996	-0.08039950350400572	0.1500895372757514	-0.05220857308042182	0.07091029090931646	-0.04840238427990371	-0.018828621851947728	0.11682179385835524	0.06629553793242775	0.11964162907647523	-0.07268217749956056	0.10677981226510364	-0.040435933674158604
Initial stock correction[HUS]	0.044086786808139	0.04115032949439366	0.006278056751944379	0.0720626579618388	-0.057018798972360334	-0.0241561926971879	0.04822015180747425	-0.04550992057081077	-0.0366665865014599	-0.04717600714863734	0.004808663073049193	0.058032547276209594	-0.06515184305767159	0.02468841100830896	0.0009286833075017449	0.008274002163975934	0.10541352226283504	-0.0034277628526638297	0.08817767382135389	0.0351697915610879	-0.012206726060839551	0.0016092498680760137	-0.023962849375952396	0.14324859403988477	0.11668323415485946	-0.09131473158820887	-0.10866015561895122	0.10299518160095941	-0.01137366387888967	-0.06647667697278647	-0.03549746974702313	1.0	0.030913527708904927	0.02829203875313753	0.11663316963406449	-0.07702586556527938	-0.016008575934035825	0.04063303708890041	0.013682913713764424	0.03050048318840796	-0.03889540098578813	-0.02376687121062556	0.002663240833466592	0.06928807134488535	-0.07447069906059345	-0.014414139145720274	0.02924173818076858	0.0703108293347368	0.05216698762214329	0.010778864700096603	0.013066199629582926	0.00911440785073953	0.05466017212853967	-0.04244141594409343	-0.03920172215387731	0.06461416484694651	0.053712501047065125	-0.029047212160032233	-0.023926327618446448	0.04875665779120269	0.024742115520734204	0.05621586578192878	0.07829991120536026	-0.04807917541172413	-0.0034336999200249197	-0.18424435926877036	-0.0038823748309518764	0.10530567055575411	0.0027659645921524188	-0.009656199089846666	-0.07229709725807704	0.08065512766706204	0.01681970266291381
Initiating heroin no Rx base 	0.043453952702619085	0.02801742735510666	-0.003642631804578708	0.0008147383468231154	-0.014310046282334371	0.003079537658988292	0.015560473957224498	-0.047883958406904834	-0.04906539267026095	-0.09367943499820779	-0.0548493673529832	0.13371895359825056	-0.01693134288885855	-0.027487083117699544	-0.07776234379165319	-0.015179705124491532	0.10793817568325526	0.015236826282834957	-0.08982753455589712	-0.006896884450886336	-0.04029961146477691	0.1687434892899875	-0.11962957444932233	0.11232731384951328	-0.07144971749683168	-0.009403294247394658	0.0189744494677436	0.023126995571100265	-0.03505602841875616	-0.13252435174786784	0.1173819934101181	0.030913527708904927	1.0	0.03641198827843215	-0.1582917391575731	0.14235771990851834	-0.04156488077736474	0.1112485926315011	0.032971240092118416	0.042616706868528524	-0.0032829729887201967	-0.055915973313211666	0.03789151989496299	0.0458073289407835	-0.13629034522604894	0.0008638595877680319	-0.012072589091520314	0.038078087644228535	-0.009602164456885595	0.0668548482261679	0.03644516033899484	-0.02387439209096385	0.05814738480226615	0.0030547233469500343	-0.010364274763361337	0.0070136911749524135	0.08782727288631216	-0.07068977311990131	-0.05345428694264136	0.032323604660381026	0.08016309332285165	-0.051055021663863116	0.0031592277240728413	0.033795738460527684	0.07082739171034103	-0.03742702651616278	-0.032825621796397635	-0.034275987318362636	-0.3131044194497217	0.053587474458453556	-0.07210440614252092	-0.016157253210307122	0.07395396031098707
Initiating Rx misuse diverted base 	0.053767067459953626	-0.030715008690644672	0.04327212135156833	-0.07216446913465799	-0.2057671110115232	0.30596006626721733	-0.010910126164879496	0.04856885023778712	0.06385348780682422	0.034795156242645515	-0.03893981026913469	-0.012716182853529937	-0.5370322388983753	0.06444784097921126	-0.047020865581236984	-0.040427214134028916	0.08209499613804512	-0.16663010786735918	0.026296350750882297	0.010173064727465975	-0.010758786944600644	0.04499106573365067	-0.03848173847305786	0.08427730972833923	0.08730591066951468	-0.008559497314913844	-0.034494733052033225	0.014106936718796278	-0.0174397648100304	0.08914832517606028	0.033790485654766146	0.02829203875313753	0.03641198827843215	1.0	-0.06652858602039079	0.07309204718684577	0.014123626152016277	-0.015722992293872116	-0.05278203047151372	-0.008700769277411534	-0.32263571691909665	0.0676671155571943	-0.04482307952890596	-0.02216017168748243	-0.08442643539123029	-0.005616741828713494	0.03091724710895359	0.0003582883134487887	-0.046674262676510495	-0.03420069393461858	0.6952616323622176	-0.04917263116254158	0.0837827919638672	0.023507709655629185	-0.042108923628050444	0.1541287292244002	0.06092085318549448	0.06658698011959133	0.08884530750933231	0.11861221689977627	0.7293034476425805	0.07933267465208427	0.033593025541058065	0.11207995827858497	-0.11036476081228504	0.08816705523068627	-0.1299119938215043	-0.10112832220903925	-0.033213740975304155	0.019746513670694264	-0.7813024395020849	-0.01444177386342549	-0.04275306012629419
Initiation rate heroin with Rx misuse 	0.015623875276157008	0.005767214658909794	0.0022514144117564494	0.029027009902498884	0.17595647751005816	-0.12404217455195479	0.011822137977687212	0.044382485809804945	0.017273012700570786	0.07002642976603353	-0.06398929379487321	0.375807242958792	0.15873233380047497	0.1640000165658015	-0.02438531492344925	0.03200059065131797	0.05885194838885522	0.11219353319484715	-0.03063753750418131	-0.026082124731882345	0.05411652208655208	0.05519498198313812	0.012021834150924001	0.2182181061028401	-0.030709904012826063	-0.06387201973071248	-0.04543272364005386	0.08644667851516878	-0.003718059238756463	-0.04457211159722072	-0.11315817426401159	0.11663316963406449	-0.1582917391575731	-0.06652858602039079	1.0	-0.6763166913343974	-0.045979983120892964	0.35030406485792764	-0.06620306420951409	0.10424751345767895	0.32118756959651956	-0.11237769271790145	-0.008386527605932354	0.022985246096628265	-0.12966494362557487	0.022999188145105383	0.003109195346232346	0.014727710088313702	0.13319043154762877	0.011276725309801129	-0.05462681418344387	-0.027955099893946234	0.0387833299841079	0.05706192119329843	-0.18147044181273672	-0.22610178872870634	-0.07551268547113452	-0.03258316000714729	-0.05453548293704642	0.08670642076270556	-0.09235247286385852	-0.038610153441154996	-0.10005976352025499	0.08760830662447967	0.18046499784345468	-0.01914744122343809	-0.04604424168220224	0.20299146426805553	0.11553920063967998	-0.516857529494862	0.12756944394785283	0.058680039538993076	0.03427636127587834
Initiation rate heroin with Rx OUD relative to Rx misuse	-0.01945837133244761	0.018397685442811104	0.008355594425562777	0.034771338166227655	-0.017420772428704004	-0.006324537340873594	-0.02977057167684281	-0.06064883679403953	0.005935992679746219	-0.015169391114739358	0.06167727255981741	-0.16467949304198887	-0.07153444696091145	0.07449907818871274	-0.005944697334366203	0.006673050527077246	0.013227257484829918	-0.015613976716747267	-0.02984025448209846	0.024223572281114294	-7.467840152589629e-05	-0.012244446365393692	0.032943710772651964	-0.023640484539486514	-0.04754377882124413	0.02961253110745421	0.026731369282765084	0.0376052233713641	0.06836372295217802	-0.01700336018215677	0.042910093957061975	-0.07702586556527938	0.14235771990851834	0.07309204718684577	-0.6763166913343974	1.0	0.0026808172391764922	-0.17163182821044715	0.4025885981088898	-0.017898656596716925	-0.08114909325487202	0.07042513778190335	-0.013979788076052208	0.012616836284983932	-0.0027659204227548214	0.03883874604882759	-0.008002493259810147	0.0027822245904694878	0.13102192760022238	0.03908929470382865	0.05890358120834627	0.0483386248050793	-0.06376140149174589	-0.07821782280744592	0.09222421912565826	0.04757259749178342	0.16519392325055246	0.02344307293044923	0.08208157046276407	0.06260269064090587	0.03599687600475764	-0.05214088828616601	-0.09597096837535077	-0.00040655268657672887	0.017560215586433812	-0.008362108140643018	-0.05175382188147553	-0.3774137620626345	-0.044492393119284164	0.5097343935343853	-0.06128403182771273	-0.03195859179682948	0.009813555725747746
