ADF effect strength initiating heroin with Rx OUD	Base survival probability H OD relative to Rx	Base survival probability Rx OD	Developing HUD rate no Rx OUD 	Developing HUD rate with Rx OUD 	Developing Rx OUD rate 	Fentanyl effect on base survival max relative to H	Fentanyl effect on OD rate H max	Fraction Nx kits to H users 	Heroin availability strength developing HUD	Heroin availability strength initiating NDHU no Rx	Heroin availability strength net quit NDHU	Initial stock correction[RXM]	Initial stock correction[NDH]	Initial stock correction[OUB]	Initial stock correction[OUM]	Initial stock correction[OUV]	Initial stock correction[OUT]	Initial stock correction[OUR]	Initial stock correction[OUS]	Initial stock correction[OHB]	Initial stock correction[OHM]	Initial stock correction[OHV]	Initial stock correction[OHT]	Initial stock correction[OHR]	Initial stock correction[OHS]	Initial stock correction[HUB]	Initial stock correction[HUM]	Initial stock correction[HUV]	Initial stock correction[HUT]	Initial stock correction[HUR]	Initial stock correction[HUS]	Initiating heroin no Rx base 	Initiating Rx misuse diverted base 	Initiation rate heroin with Rx misuse 	Initiation rate heroin with Rx OUD relative to Rx misuse	Initiation rate Rx misuse own Rx 	Net quit rate heroin with Rx misuse 	Net quit rate heroin with Rx OUD 	Net quit rate NDHU 	Net quit rate Rx misuse	NSDUH misuse redefinition fixed effect	Nx kit distribution efficiency	Overdose rate base HUD	Overdose rate NDHU relative to HUD	Overdose rate base Rx misuse	Overdose rate base Rx OUD	Overdose rate synth baseline	Perceived risk strength initiating heroin with Rx use	Perceived risk strength initiating NDHU no Rx	Perceived risk strength initiating Rx misuse diverted	Perceived risk strength initiating Rx misuse own Rx	Perceived risk strength net quit heroin with Rx OUD	Perceived risk strength net quit NDHU	Perceived risk strength net quit NDHU with Rx	Perceived risk strength net quit Rx misuse	Relapse rate HUD	Relapse rate Rx OUD relative to HUD	Remission rate Rx OUD relative to HUD	Rx availability strength developing Rx OUD	Rx availability strength initiating Rx misuse	Rx availability strength net quit Rx misuse	Rx vs H availability strength developing HUD with Rx OUD	Rx vs H availability strength initiating heroin with Rx OUD	Rx vs H availability strength initiating NDHU with Rx	Social influence strength developing HUD	Social influence strength developing Rx OUD	Social influence strength initiating heroin with Rx OUD	Social influence strength initiating NDHU no Rx	Social influence strength initiating NDHU with Rx	Social influence strength initiating Rx misuse	Time to stabilize remission	Tx seeking rate Rx OUD no H total
0.015397726	0.98825249	0.97135165	0.050347402	0.51524257	0.032573211	0.75730156	2.0121408	0.91462785	0.026758243	1e-06	1.3989286	1.0325126	1.1587216	1.1590588	0.8	1.0848357	0.92222161	0.81622525	0.80581058	0.87937077	1.0409411	0.86568632	0.88572598	0.88244073	1.1376695	1.1644927	1.1948103	0.98086122	0.83312824	1.1686657	1.1711007	120486.79	1969473.6	0.012704172	4.5296133	0.033593798	0.08890614699999999	0.037606191	0.48392879	0.11489464	0.45493144	0.00035035661	0.18639933	0.25118783	0.001	0.23314767	0.0079761593	0.86465998	0.31672608	0.53178871	0.46414546	0.16088505	0.0014777133	0.08083651900000001	0.79340634	0.50546694	0.3156665	1.3644133	1.4657873	0.4800464	1.7149450000000002	1.1183716	0.11648132	0.25701467	0.0053475379	0.0015458047	1.6406514	0.14886241	1.6996691000000002	0.55913595	9.2530686	0.51320749
1e-06	0.98275899	0.9714298	0.051064394000000006	0.59979149	0.027952478	0.74756066	2.0189239	0.93125501	0.049499168	0.011013738	1.0150316	1.143612	1.2	0.8	1.0062897	0.93596028	1.0326153	0.85276968	0.81161142	0.94093231	1.1364122	1.2	1.0914016000000002	0.80049353	0.88977834	1.1284646	1.1957086	0.9519472	0.80671377	1.0698654	1.1961271	115480.17	1800000.0	0.012974536000000002	4.5959002	0.035101127999999995	0.065614378	0.041424308	0.5	0.14125802	0.44024825	0.00035031655	0.16619281	0.26205113	0.0017410933	0.23355613	0.007550118499999999	1.0334851	0.37653517	0.56776675	0.62597675	0.14769189	0.0006420004900000001	0.033787012000000005	0.51245965	0.62509703	0.14644501	1.1502628	1.040812	0.27778515	0.77239124	0.82937818	1e-06	0.31891667	0.091308894	0.12368556	1.9851063	0.36947626	1.9491445	0.88228295	9.4073716	0.65020952
0.24667766	0.98847122	0.97055093	0.050967596	0.58391274	0.027780606	0.7607973000000001	2.0221325	0.91787787	0.092767456	0.053519756	1.2978871	1.1874607	1.2	0.89832842	1.0077519	1.1791788	1.0710556	0.82762947	0.82368774	0.85415686	1.0981252	0.88309302	1.1160046	1.0206618	0.81648127	0.95969981	1.1550683000000002	1.0425736	0.8012019	1.0991918	1.1800007	118252.58	1926319.9	0.013028158	4.4865322	0.03120949	0.068605262	0.08743903	0.49729539	0.15404559	0.39877925	0.00036301019	0.18412973	0.25796307	0.0019851417	0.21885132	0.008004609499999999	1.0634064	0.29969496	0.60993179	0.41237957	0.20797565	0.014646285	0.093095944	0.52781744	0.5302971	0.18602037	1.0929542	1.1472044	0.29870874	1.1392635	1.2637728	0.09899224	0.42659314	1e-06	0.057325318	2.0	0.14008298	1.900626	0.71963355	9.4094117	0.30834162
0.096281812	0.98837222	0.97281049	0.051932461	0.49796875	0.030228606	0.78278049	2.036461	0.92686599	0.006461196800000001	0.04632653	1.4284749	1.0944538	1.138178	1.0636358999999995	0.94653693	1.0884726999999998	0.97283945	0.82242508	0.81351905	0.85378907	0.82256652	1.1357061000000002	1.1968295	0.81436615	0.82881971	0.82376926	1.2	1.0026391	0.81559554	1.1427832	1.1931535	119480.61	1955097.2	0.01241611	4.374458	0.037139202	0.10999653	0.055029326	0.49666516	0.12554167	0.46241121	0.00035028536	0.19073322	0.25	0.0018271368	0.23901357	0.0085236677	0.92725734	0.34835564	0.58422237	0.74869338	0.19210407	0.0006857871400000001	1e-06	0.66661812	0.58458913	0.22337292	1.2684791000000002	1.4285063999999998	0.49869585	1.1315311	1.3982281	0.038558805	0.04992795	0.0076562075	0.016138376	1.9446945	0.1592953	1.9735646	0.63062491	9.7099191	0.54647997
1e-06	0.99248055	0.96818202	0.050607217	0.55291791	0.031445174	0.78196404	2.0497231	0.89953665	1e-06	0.024398037	1.5776807	1.1090958999999998	1.1760924	1.0541489	1.098508	0.96286862	0.91298214	0.81991526	0.8	1.0574442	1.0015865	0.96850365	1.039493	0.90278908	1.0083674	1.0001196	1.1981558	0.88187444	0.81135873	1.1993835	1.1508221	120852.44	1885032.1	0.01307895	4.1033260999999985	0.032944641000000004	0.11142015	0.043642505	0.5	0.12055724	0.43694847	0.00037311973	0.19120183	0.26338752	0.0017205124	0.20841562	0.0090794104	0.85755838	0.30620483	0.48117208	0.45588208	0.39571326	0.004933993	0.033263221	0.83185444	0.55925869	0.12631164	1.0	0.95667766	0.26813312	1.4538717	1.2826713	0.046439293	0.29424665	0.021702009	0.052949135	1.9388492	0.13690571	1.6580150000000002	0.77043106	9.4461893	0.57058933
0.18343026	0.96532445	0.97680889	0.05981684900000001	0.57804294	0.030664478	0.62319735	2.0011891	0.95	0.027932304	0.036162837	1.4471313	1.0899069	1.1854988000000002	0.8	1.0593697	1.2	0.84116871	0.83089144	0.81929771	1.0446844000000002	0.86452073	0.9897295	1.0554099	0.83260584	0.88023915	0.93373829	1.1743142	0.94647896	0.81863252	1.1253061000000002	1.2	115102.61	1936616.1	0.013571713	4.2182319	0.038517898	0.079404243	0.12226967	0.5	0.12300841	0.4921385	0.00034911485	0.12717641	0.26659544	0.0025734456	0.29464617	0.0053868756	0.93426976	0.29669807	0.52503861	0.69263953	0.17112212	0.0025750664	0.024592089	0.57862805	0.51481089	0.16878312	1.0703358	1.4110835	0.5950827	1.0770773	0.84412855	0.011852477	0.17053784	0.021215707	0.036865847	1.9862954	0.151294	1.7786495	0.57615561	9.527104199999998	0.44387784
0.13750629	0.98667703	0.97160605	0.057021701	0.49838454	0.027893262	0.76383658	2.0	0.92623334	0.015940741	0.087340758	2.0	1.1253625	1.1874223999999998	1.0970355	1.2	1.1928653	1.0211953	0.81173788	0.81170934	0.83667107	0.95554735	1.0581912	1.138032	0.97316982	0.8089249	0.88240637	1.1446503	0.84545096	0.80463112	1.1470559	1.1975701	114946.43	1817958.5	0.013935795	4.1438065	0.033889897	0.13442491	0.098905107	0.47566231	0.14635975	0.46696514	0.0003508293	0.18770109	0.25238391	0.0017153526	0.23394376	0.0082134613	0.98869719	0.19250208	0.5878380999999999	0.5160564000000001	0.11117399	0.068122592	0.0074526711	0.56116961	0.57303898	0.21646312	1.1766584999999998	1.1582489	0.5184777	0.72603661	1.2185989	0.018420604	0.26941645	0.027969336	0.060660622	1.913676	0.020398323	1.7869038000000002	0.81774513	9.7844627	0.50954663
0.17681367	0.98088885	0.96957067	0.055560384	0.50228991	0.028106933	0.69274012	2.0351802	0.94105689	1e-06	0.062058883	1.7294251	1.1809468	1.1998976	1.0844996999999998	0.91264778	1.082366	0.98481486	0.8	0.80066683	0.99315086	1.0071446	1.1451121000000002	1.2	0.94315108	0.86152306	0.8	1.1232701	1.1476552	0.85549938	1.10682	1.185711	115924.35	1872674.5	0.0131739	4.2269968	0.040615232	0.159868	0.073656083	0.48584197	0.12352853	0.42439317	0.0003364861	0.15241953	0.25658599	0.0017220784	0.22039764	0.006233268199999999	0.84142642	0.25081716	0.5800198000000001	0.82827524	0.41267545	0.005314881	0.0029446176000000003	0.81125386	0.51752298	0.24331572	1.2012823	1.1914026000000002	0.7409789000000001	0.92943576	1.3835811000000002	0.023396686	1e-06	0.037213923	0.0088532647	1.9305605	0.10815274	1.9629898	0.62392134	9.7569733	0.745698
0.078575014	0.98845597	0.97054951	0.054666841	0.53878282	0.030548154	0.75633246	2.0808984	0.92986042	0.067049384	0.046894248	1.6749583	1.1152677	1.1721811000000002	1.056873	0.92024439	0.81370526	0.96159639	0.80590511	0.8	0.9477267	1.010157	1.1536905000000002	1.1296847	0.9991827	1.2	1.0749428	1.1632733	1.1730556	0.8060923000000001	1.1669214	1.1628895	118372.53	1924727.8	0.013673896	4.4278815	0.037577189	0.12276145	0.1249905	0.48860367	0.13539171	0.46456901	0.00034921549	0.17362169	0.25522153	0.0011897887	0.22026043	0.0078266276	0.90804501	0.30780489	0.54036057	0.78507087	1e-06	0.015006883	0.002001433	0.54419689	0.65360909	0.24782789	1.379622	1.3380217	0.6041576999999999	0.8824794	1.0389506	1e-06	0.17834436	0.041738411	0.024118944	1.7470310000000002	0.20073171	1.6926462	0.65746627	8.395086000000001	0.84003242
0.12088716	0.98824617	0.97421816	0.059974343	0.55898051	0.021450866	0.75065221	2.0306286	0.93851142	0.071871718	0.012917908	1.5490892	1.2	1.2	0.93704184	0.81476891	1.167865	1.1472101	0.8058897	0.80989872	0.9170146	0.82760366	1.1172305	0.90839365	1.1325148	0.96748505	0.83480243	1.1485945	0.97214356	0.83301846	1.1634183	1.1425185	116309.41	1905508.2	0.013068048	4.4255195	0.033229302	0.094475549	0.084699187	0.49358844	0.18222642	0.44485793	0.00034532117	0.18757923	0.25649119	0.001	0.27415787	0.0080084498	0.7842485	0.37187788	0.57253374	0.62877148	0.44777757	0.0025172453	0.036151003	0.42996957	0.55385442	0.17465553	1.0947146	1.8615763	0.2822114	0.79150488	1.267835	1e-06	0.17901139	0.0086388335	0.0041501686	1.7108637999999998	0.33478758	1.6999196	0.77522016	9.2439784	0.39013145
0.024586648	0.99313708	0.96872067	0.052406062	0.57942828	0.03125	0.7712169	2.0773822	0.91356186	0.002035108	0.021712799	1.4387159	1.1567054	1.1973206	0.8171264	0.84453362	0.9308008	0.96132212	0.80300918	0.8	0.86264006	1.0095991	1.1003632	0.89922152	0.86110644	0.84131839	0.99138088	1.1349373	0.82731803	0.83942372	1.1806952	1.1460692	119946.54	1882643.7	0.012273619	4.811968599999998	0.033594339	0.10711781	0.096607716	0.48890171	0.13387369	0.41489827	0.00036610654	0.19236785	0.25719408	0.0025241273	0.20683161	0.008269793000000001	0.95287781	0.26996659	0.53171339	0.58630845	0.22333008	0.013355432	0.030906782	0.66435206	0.56298181	0.1364431	1.0292606	1.1349675	0.36419636	1.023882	1.0378052	0.038879262000000005	0.24997257	0.034668742	1e-06	1.8802927	0.13124524	1.9651007	0.83675454	9.7065332	0.44468904
0.14919491	0.99442423	0.96531395	0.053879032	0.57726685	0.029309539	0.77123436	2.0016482	0.90396727	1e-06	0.012127487	1.6109079	1.1446757	1.1862914	1.0372784	1.094617	0.92220033	0.94290147	0.87820661	0.80944011	0.95534424	0.96917555	0.94533226	0.8	1.082099	1.0030111	0.80376155	1.1883429	0.86426597	0.80987831	1.0779236	1.1889854	118401.74	1883011.4	0.012073196	4.7222652	0.03642249	0.14839508	0.065849811	0.43669441	0.12957849	0.4124695	0.00034650327000000007	0.1823318	0.27083083	0.0021089543	0.18846906	0.008303988	0.86663408	0.34444031	0.52249003	0.60504148	0.24554325	1e-06	1e-06	0.69706477	0.58631343	0.32151695	1.5216806	1.3260234	0.34576163	1.3000359	0.92332214	0.0012420752	0.15538482	0.064765318	0.019562685	1.8280983	0.24065591	1.7994238	0.80241422	9.5224515	0.44781279
0.27166864	0.98305114	0.97645543	0.056806351	0.53195191	0.030541232	0.76418342	2.0344493000000003	0.93758892	0.029878533	0.007528055	1.8479503	1.1690667	1.2	1.0409825	0.8	0.91163578	0.92189931	0.80996493	0.8	0.87642537	0.81039377	1.1347693	0.95466281	0.93950542	0.8	0.8	1.1492214	1.1849241	0.82383861	1.068128	1.1708459	116347.29	1938975.9	0.013814726	4.5560345	0.034478533	0.1476854	0.18193442	0.4510712000000001	0.14012725	0.43724137	0.00035566087	0.19200870000000006	0.25	0.0015395066	0.28711118	0.0078839034	0.9918652	0.24669625	0.51635037	0.59332638	0.10851505	0.031755197	0.031288147	0.63201295	0.60278799	0.23043494	1.3405035	1.0574636999999998	0.23628868	1.2458208999999998	1.038404	0.019516244	0.24234452	0.0049829849	0.022662739	1.9504116	0.11424816	1.8027118	0.79041874	9.1885563	0.521891
1e-06	0.95573531	0.97321903	0.053481469	0.45487155	0.026859271	0.60344321	2.0080674	0.94465607	1e-06	0.019928147	1.6107402	1.1258292	1.1466419	1.0837199	0.89274208	1.0899223999999998	1.0404719999999998	0.88304924	0.83138881	1.0356031	0.90510465	0.8	1.0701973	0.82680365	0.90105743	0.91854053	1.2	0.96031571	0.80097194	1.1939596	1.1733327	122482.55	1970680.6	0.012652855	4.1863367999999985	0.038518792	0.12609039	0.074904658	0.49153393	0.14514913	0.40320194	0.00034019991	0.11239868	0.27871823	0.001	0.25211326	0.0050648479	0.81024281	0.36000851	0.66778664	0.70286314	0.43904228	0.0036973086	0.0067182545	0.52115834	0.58245294	0.2238186	1.2591499	1.3937913999999998	0.67722908	0.6903661999999999	1.5804015	1e-06	0.12312121	0.048865661	0.029967485	1.878111	0.17536802	1.7841378	0.59485137	9.8151663	0.81076687
0.1127038	0.98919696	0.97358346	0.050348026	0.68675805	0.027746942	0.79363001	2.0585019	0.93603956	0.037540414	0.043981855	1.4826894	1.178026	1.1778065	1.0803028	1.0332675	1.2	1.0230239	0.84330368	0.8223408000000001	1.1733402	0.86126599	0.80323101	1.0596578	1.1282708	0.85348965	0.95566846	1.2	1.0568743	0.80848833	1.0641941	1.1963419	120756.44	1969259.6	0.013161401	4.4848289	0.03081852	0.10361022	0.042440061	0.48545126	0.14389861	0.4010593	0.00034335208	0.19657903	0.25179951	0.0024479104	0.24841186	0.0093630935	0.99530839	0.26011839	0.58610976	0.42296252	0.09684201	0.009648297	0.0090485506	0.64409834	0.60118336	0.15835261	1.1133566	1.4771475	0.52520235	1.1943939	0.88929544	0.022927744	0.13045753	0.0025655375	0.0074272877	1.8846529	0.035445269	1.9098698	0.5057574	9.8891946	0.60782091
0.41960366	0.97790036	0.97442891	0.050581147	0.46806292	0.033631032000000005	0.72775108	2.0373152	0.939526	0.029125259	0.024640827	1.2371253999999998	0.97610158	1.1990473	1.1862363	1.1070993	1.1902043	0.84019017	0.8645315999999998	0.8	0.82415791	1.0532097	1.1163071000000002	1.0860673	0.83579534	0.95841715	0.8665575000000001	1.1885013	0.86763329	0.82145817	1.1696068000000002	1.1142523000000002	117540.15	2209110.9	0.012437673	4.8834922	0.039971	0.077830808	0.065263219	0.490756	0.11651227	0.44341261	0.00036080622	0.16215639	0.26502979	0.0025455283	0.24943334	0.0071925341	0.72433903	0.33598222	0.63719062	0.64652176	0.18165433	0.012682775	0.007743982099999999	0.58756054	0.54053463	0.4453322	1.7998104	1.8285487	0.79555202	1.0517942	1.27798	0.054764705	0.033193054	1e-06	0.00031527718	1.5760321000000002	0.22284566	1.808479	0.43762713	8.7993787	0.55216452
0.029028291	0.978267	0.97564649	0.055959464	0.53547837	0.027948326000000003	0.75329235	2.0007246	0.93429151	0.006426569399999999	0.013313963	1.3094085	1.1515192	1.195571	1.2	0.8791073	0.80493214	1.0783162	0.81178996	0.82453947	0.8	0.95835299	0.85026949	1.1380823	0.96613738	0.88773569	0.90634467	1.1940788999999998	0.95028692	0.80520985	1.1430608	1.2	124106.79	1821406.0	0.012617857	4.4683036	0.037083444	0.07690388299999999	0.079211343	0.49641879	0.13364355	0.48430138	0.0003435038	0.16933069	0.26510772	0.0014796663	0.27480264	0.0073589592	0.93253088	0.37546226	0.52778401	0.79466173	0.25579597	0.003552396599999999	0.05015054	0.75332023	0.56862538	0.22250197	1.2361714	1.2863686	0.46587829	1.0982312	1.290085	0.0055703088	0.36842252	0.032829523	0.015263952	1.9798179	0.2157763	1.8084874	0.57738671	9.3513294	0.38753768
0.34960068	0.98789114	0.97174932	0.055589843	0.43549837	0.029547275	0.78057561	2.0100368000000004	0.92967338	0.078433581	0.0017544183	1.1166332	1.1352113	1.1652936	0.95026693	0.89761507	1.0585971	1.0536371999999998	0.81087388	0.81335244	0.86624362	1.0093325999999998	0.96993122	1.0472019	0.96390919	0.81314643	1.0773732	1.2	0.95476211	0.83032883	1.0913766000000005	1.1865747	122352.08	1833135.8	0.011664767	4.7760369	0.037533937	0.0434449	0.16164889	0.49192482	0.11976847	0.5	0.00032971739	0.19406598	0.26072293	0.0014332676999999998	0.23839473	0.0084075578	0.79627066	0.32477548	0.45265223	0.8284901	0.066285687	0.011241356	0.014981086	1.0934335	0.57110578	0.16018929999999998	1.0251233	0.85203554	0.27330889	1.616522	2.0	0.007397538	0.18665341	0.0087015332	0.040478332	1.8766635	0.14439013	1.8679557	0.70715245	9.9276256	0.43210748
0.2189144	0.98979045	0.9702676	0.05600292	0.505764	0.026276077	0.76370352	2.0	0.91716265	0.0024981457	0.050179374000000006	1.6272003000000002	1.1264427	1.1666309	1.0853540000000002	0.93298296	0.82775178	1.020698	0.8	0.81668856	0.93873908	0.88495898	1.0755736	0.90002898	1.1411173	0.93942299	1.1853643	1.0877282	1.0725085	0.80695901	1.1605081	1.1838162	117295.82	1882361.0	0.012827352	4.3672835	0.037306059	0.13524046	0.062085977	0.47828082	0.13845466	0.46523103	0.00034304282	0.18930067	0.25	0.0028445886	0.22416385	0.0082983933	0.83198273	0.30698084	0.51080527	0.48899083	0.041968158	0.0023418319	1e-06	0.74581694	0.52231901	0.19946944	1.1236732	1.2346224	0.2883385	1.1627223999999998	1.4585697	0.0082385048	0.14770962	0.035540545	0.1419265	1.7870322	0.19463182	1.7483914	0.57219226	9.3046612	0.48033897
0.36041024	0.97443003	0.97448258	0.060236043	0.4537724	0.029358602	0.70131708	2.0	0.94300408	0.08404151800000001	0.014894008	1.8082272	1.1964262	1.1672042	1.155946	0.87375193	0.93944129	0.85139741	0.80429986	0.80287441	0.87522638	0.93271167	1.1686101	1.0042269	0.85626371	1.0549273	0.86413147	1.1797648	1.2	0.83946631	1.1780758999999998	1.2	119333.09	1890277.1	0.012957527	4.0390141	0.035896589	0.12438582	0.053519647	0.48556955	0.13949021	0.41935994	0.00034687870000000003	0.14910111	0.26555771	0.001	0.26740161	0.0063030315	0.95255904	0.22321737	0.46088904	0.58646991	0.22411485	0.017771262	0.0072640993	0.44614851	0.53842385	0.20621265	1.1749819	1.2194417	0.55768687	0.71362132	1.5094035	0.029419709	0.2235958	0.0029967848	0.049360809000000005	2.0	0.066502971	1.8072377	0.71998256	8.9023485	0.43615938
0.45761125	0.98212543	0.96985108	0.051117225	0.50269794	0.029606178	0.73906117	2.0310707	0.92932294	0.15900022	0.012648643	1.7443031000000002	1.0552803	1.1804168	0.91637687	0.83822847	0.92594634	1.0062959	0.84837344	0.83127915	0.95055321	0.9956453000000002	0.91043265	1.120276	0.83414503	0.98484658	0.92605248	1.1157848	1.0602928	0.84223104	1.0251151	1.1920189	118834.88	2150594.2	0.013435717	3.9652193	0.037228777000000005	0.12638868	0.061827703	0.47402394	0.14025805	0.47629943	0.00036742615	0.1638559	0.25926453	0.0013868417000000002	0.21482434	0.0070652665	0.93083173	0.27006954	0.70821333	0.72812596	0.24734967	0.02153717	0.045076714	0.56873392	0.53978183	0.15455848	1.0	1.1561043	0.81556554	1.0470439	1.3666227	0.055923817	0.13936743	0.030350018	0.068349417	1.9862901	0.099942363	1.7618338	0.43627839	9.3630232	0.45577066
0.51952232	0.98882715	0.97013843	0.052467497	0.55909437	0.026714966	0.75895231	2.0274066000000004	0.92168776	0.030975609	0.095171661	1.6138673	1.195158	1.2	0.81965346	1.083076	0.97833639	1.0439437	0.82538874	0.84492971	0.83341644	1.2	0.88598807	1.0720154	0.98227119	1.0300372	1.2	1.1518989	1.1628101999999998	0.80735674	1.1700323	1.1074667	123452.62	1800446.4	0.013221628	4.637751799999998	0.037843717	0.12122011	0.092421766	0.49911608	0.16369932	0.42584852	0.00035903462	0.18103323	0.25	0.0014443713	0.22809114	0.0079550219	1.0127869	0.33854255	0.44832399	0.70651711	0.051496217	0.012623886	0.0075408936	0.55450854	0.6502861	0.13702708	1.0931906	1.3478763	0.10037579	1.0953419	1.1039513	0.071569513	0.26834664	0.026064625	0.014729043	1.9263115	0.12719978	1.8605686	0.97876097	10.116834	0.62223808
0.13290576	0.98744947	0.97291999	0.053005728	0.60912686	0.021650202	0.76342264	2.0353718	0.92456447	0.0044922932	0.037150196	1.3535402	1.2	1.1735621	1.1022784	1.1818817	0.8776491	1.1727424	0.81203057	0.8	0.85340086	1.0786462	1.0998748	1.152208	1.0503896	0.8	1.0211865	1.2	0.9728354	0.8	1.1601671999999998	1.1969446	118829.5	1805518.6	0.012916601000000002	4.7936747	0.032448826	0.071338724	0.08150906599999999	0.48539776	0.18986916	0.41546494	0.00034274858999999995	0.18754411	0.27957181	0.0016212495	0.24847789	0.008379504599999999	1.0896636999999998	0.41783347	0.53263448	0.71545277	0.5	0.020409553	0.040309733	0.27904491	0.60974544	0.29384684	1.5049125	1.7433047	0.037323769	0.6666686	1.1362609	0.20279419	0.25473775	1e-06	0.02619486	1.9249788	0.30495741	2.0	1.207581	8.9135606	0.49751085
0.027687223	0.96878619	0.97722578	0.058186875	0.57936506	0.026664998	0.71671572	2.0	0.94688236	0.092132115	0.048168867	1.1865781000000002	1.1863518	1.1891365	0.98277873	1.0338226	0.81193934	0.9571421999999998	0.88909888	0.8	0.86713774	0.94834605	1.069668	0.82035881	0.90995916	0.9948185	0.80705488	1.1917033	0.94846216	0.82548346	0.95766957	1.1836892	119715.75	1927834.8	0.012539385	4.508210299999999	0.033153525	0.072989336	0.10906385	0.49654162	0.15670858	0.43518308	0.00034114066	0.14888729999999994	0.27521658	0.0010631485	0.29156037	0.0068564206	0.86056305	0.25232147	0.47270749	0.55812223	0.055046117	0.0011375568	0.061600965	0.52305057	0.60412693	0.2512477	1.3158517	1.0975085	0.20746695	1.1857673	0.86675758	0.00669381	0.11358437	0.080878452	0.12094421	1.8615725	0.088763569	1.9324848	0.83488076	9.4690591	0.68338853
0.1995897	0.98370224	0.9777069	0.05	0.56273082	0.029967476	0.77691692	2.0130859	0.93491628	0.1116279	0.017791493000000002	1.149374	1.2	1.1758002	0.97136142	1.0679035	1.1017784	0.89271097	0.8862526	0.81303486	0.9735288	1.1056245	0.88338792	0.99659824	0.84738374	0.8154405	1.1368394	1.1495217	0.82298828	0.81623357	1.0842783	1.1844628	117695.58	1800962.6	0.012241366000000002	4.5083825	0.037957038	0.035118581	0.063035005	0.49431342	0.1292326	0.47447954	0.00034313455	0.19415945	0.25460532	0.0015058338	0.29739567	0.0085516811	0.92923226	0.23671115	0.42332984	0.7077293	0.35158865	0.018101633	0.084876306	0.71340013	0.51374677	0.16606706	1.0613939	1.149411	0.19506374	1.6240146999999998	1.1117586000000002	0.0097256907	0.11789029	0.019953008	0.033020334	1.9349663	0.11278504	1.8728861	0.9560392	10.368408	0.92271719
0.061933355	0.98518741	0.97535726	0.074995342	0.43949571	0.02987363	0.77195378	2.0131815	0.93053227	0.017011803	0.012467537	1.7189641	1.1388732	1.2	0.9258931	1.1437008	0.8	0.9004247999999999	0.80209703	0.84369533	1.072391	1.1480077	1.2	0.95108279	0.91451981	0.86499456	1.1393623	1.1357442	1.1909762	0.8	1.0759272	1.2	115332.1	1847279.9	0.013590939	4.2837578	0.034494177	0.14707251	0.15226059	0.46749613	0.13421627	0.46238408	0.00033559861000000005	0.19819952	0.26550079	0.0026658946	0.26917804	0.0084147552	0.89508862	0.32214448	0.52642254	0.53410289	0.20977263	1e-06	0.0057607538	0.63251882	0.56028509	0.15847296	1.0505281000000002	1.1651325	0.30644993	1.2583783000000002	1.4046883	1e-06	0.31952077	0.0008619129499999999	0.019720377	1.8987076	0.21607072	1.6901546000000005	0.89553076	9.1011453	0.46770871
0.25371049	0.98847389	0.97294166	0.052912032000000005	0.57617634	0.026079059	0.78901137	2.0088139	0.9296575	0.07816085099999999	0.013524824	1.7849999	1.2	1.190759	1.0838587	1.0848399	1.2	0.98830422	0.81042894	0.825476	1.07805	0.97823853	1.0364508	0.97044707	1.0031162	0.91111872	1.157422	1.1251127	1.1995243999999998	0.8	1.1181284	1.1932383999999998	121389.3	1804021.0	0.012920561	4.7595898000000005	0.040445286	0.12850896	0.084378861	0.49162108	0.17541969	0.44855419	0.00035609534	0.19697168	0.25	0.0012629782000000002	0.24843046	0.0091748107	0.92024064	0.29131145	0.45996864	0.86526102	0.0030573042	0.036704135	0.08056996599999999	0.36226402	0.6189278	0.2493938	1.3950924	1.470848	0.013708647	1.1168566999999998	1.1622704	0.0033838351	0.15922987	0.0007662422500000001	0.085713409	1.8268793	0.14332396	1.8419533	1.0850691	8.7069222	0.71335398
0.54714413	0.98494139	0.96665301	0.051674103	0.58533038	0.035952297	0.7141261	2.0	0.93193416	0.093702795	0.11884982	1.6238829	0.91630788	1.1956067	1.2	1.1025866000000002	0.98274462	0.84113474	1.0572414	0.8052826	0.90770916	1.083409	1.0744717	0.88719604	0.89880857	0.90822059	1.0267077	1.1628762	1.0824698	0.8	1.0545406000000002	1.2	122291.62	2156400.5	0.01352704	4.470231	0.035099747	0.12681663	0.026962418	0.48014598	0.11525745	0.41656657	0.00034122626	0.15417482	0.26417315	0.0046552882	0.18772837	0.0066633611	0.85669905	0.2368212	0.5750712	0.53177195	0.36090688	1e-06	0.0064275821	0.54926713	0.4959439000000001	0.54073591	1.9037502	1.9902246	0.5584037	1.2222541	0.86130281	0.0033748159	0.21833678	0.0068717173	0.0057867961	1.7151959	0.023095353	1.5338227	0.43531929	9.55619	0.35852949
